nazwa leku,identyfikator_leku,zakres_wskazan,zakres_wskazan_pozarejestracyjnych,poziom_odplatnosci,wysokosc_doplaty_swiadczeniobiorcy,id_leku
Adempas,05908229300428,Znajduje się w załącznikach: B.74.; B.31.,,bezpłatny,0,89
Adenuric,05909990761548,Leczenie przewlekłej hiperurykemii u dorosłych pacjentów w chorobach; w których wystąpiło już odkładanie się złogów moczanowych; gdy leczenie allopurinolem jest przeciwwskazane lub nie może być kontynuowane z powodu wystąpienia działań niepożądanych,,30%,32.24,90
Adenuric,05909990761562,Zapobieganie i leczenie przewlekłej hiperurykemii u dorosłych pacjentów poddawanych chemioterapii z powodu nowotworów krwi z umiarkowanym do wysokiego ryzykiem wystąpienia zespołu rozpadu guza; gdy leczenie allopurinolem jest przeciwwskazane lub nie może być kontynuowane z powodu wystąpienia działań niepożądanych,,50%,35.4,91
Adenuric,05909990761562,Leczenie przewlekłej hiperurykemii u dorosłych pacjentów w chorobach; w których wystąpiło już odkładanie się złogów moczanowych; gdy leczenie allopurinolem jest przeciwwskazane lub nie może być kontynuowane z powodu wystąpienia działań niepożądanych,,30%,29.67,91
Adipine,05909990642267,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,3.75,92
Adipine,05909990642267,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,92
Adipine,05909990642311,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,2.55,93
Adipine,05909990642311,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,93
Adrenalina WZF,05909991069711,Leczenie doraźne w nagłych przypadkach ostrych reakcji alergicznych (anafilaksji); wywołanych przez pokarmy; leki; ukąszenia i użądlenia owadów oraz inne alergeny; jak również w przypadku anafilaksji samoistnej,,50%,27.82,94
Adriblastina PFS,05909990471010,Znajduje się w załącznikach: C.20.,,bezpłatny,0,95
Adriblastina PFS,05909990471027,Znajduje się w załącznikach: C.20.,,bezpłatny,0,96
Advagraf,05909990051052,Stan po przeszczepie narządu unaczynionego bądź szpiku,"<1>stan po przeszczepie kończyny, rogówki, tkanek lub komórek; <2>miastenia; <3>idiopatyczny zespół nerczycowy - w przypadku nietolerancji cyklosporyny lub oporności na cyklosporynę; toczniowe zapalenie nerek - w przypadku nietolerancji cyklosporyny lub oporności na cyklosporynę",ryczałt,3.4,97
Advagraf,05909990051076,Stan po przeszczepie narządu unaczynionego bądź szpiku,"<1>stan po przeszczepie kończyny, rogówki, tkanek lub komórek; <2>miastenia; <3>idiopatyczny zespół nerczycowy - w przypadku nietolerancji cyklosporyny lub oporności na cyklosporynę; toczniowe zapalenie nerek - w przypadku nietolerancji cyklosporyny lub oporności na cyklosporynę",ryczałt,3.2,98
Advagraf,05909990051137,Stan po przeszczepie narządu unaczynionego bądź szpiku,"<1>stan po przeszczepie kończyny, rogówki, tkanek lub komórek; <2>miastenia; <3>idiopatyczny zespół nerczycowy - w przypadku nietolerancji cyklosporyny lub oporności na cyklosporynę; toczniowe zapalenie nerek - w przypadku nietolerancji cyklosporyny lub oporności na cyklosporynę",ryczałt,3.25,99
Advagraf,05909990699957,Stan po przeszczepie narządu unaczynionego bądź szpiku,"<1>stan po przeszczepie kończyny, rogówki, tkanek lub komórek; <2>miastenia; <3>idiopatyczny zespół nerczycowy - w przypadku nietolerancji cyklosporyny lub oporności na cyklosporynę; toczniowe zapalenie nerek - w przypadku nietolerancji cyklosporyny lub oporności na cyklosporynę",ryczałt,5.33,100
Advate,05909990224302,Znajduje się w załącznikach: B.15.,,bezpłatny,0,101
Advate,05909990224333,Znajduje się w załącznikach: B.15.,,bezpłatny,0,102
Advate,05909990224340,Znajduje się w załącznikach: B.15.,,bezpłatny,0,103
Advate,05909990224357,Znajduje się w załącznikach: B.15.,,bezpłatny,0,104
Advate,05909990697441,Znajduje się w załącznikach: B.15.,,bezpłatny,0,105
Advate,05909990697458,Znajduje się w załącznikach: B.15.,,bezpłatny,0,106
Afenix,05909991349226,Zespół pęcherza nadreaktywnego,,30%,6.3,107
Afenix,05909991349226,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,107
Afenix,05909991349325,Zespół pęcherza nadreaktywnego,,30%,10.75,108
Afenix,05909991349325,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,108
Afinitor,05909990711567,Znajduje się w załącznikach: B.10.; B.53.,,bezpłatny,0,109
Afinitor,05909990711598,Znajduje się w załącznikach: B.10.; B.53.,,bezpłatny,0,110
Afstyla,05909991326098,Znajduje się w załącznikach: B.15.,,bezpłatny,0,111
Afstyla,05909991326104,Znajduje się w załącznikach: B.15.,,bezpłatny,0,112
Afstyla,05909991326111,Znajduje się w załącznikach: B.15.,,bezpłatny,0,113
Afstyla,05909991326128,Znajduje się w załącznikach: B.15.,,bezpłatny,0,114
Afstyla,05909991326135,Znajduje się w załącznikach: B.15.,,bezpłatny,0,115
Afstyla,05909991326142,Znajduje się w załącznikach: B.15.,,bezpłatny,0,116
Afstyla,05909991326159,Znajduje się w załącznikach: B.15.,,bezpłatny,0,117
Agastin 20 mg,05909990068425,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,zapalenie błony śluzowej żołądka u dzieci poniżej 2 roku życia,50%,5.67,118
Agen 10,05909991067540,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,7.04,119
Agen 10,05909991067540,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,119
Agen 10,05909991099022,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,4.14,120
Agen 10,05909991099022,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,120
Agen 10,05909991302184,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,3.57,121
Agen 10,05909991302184,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,121
Agen 10,05909991436636,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,6.84,122
Agen 10,05909991436636,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,122
Agen 5,05909991067533,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,3.75,123
Agen 5,05909991067533,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,123
Agen 5,05909991098926,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,2.36,124
Agen 5,05909991098926,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,124
Agen 5,05909991295226,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,1.96,125
Agen 5,05909991295226,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,125
Agen 5,05909991295233,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,3.75,126
Agen 5,05909991295233,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,126
Agen 5,05909991436759,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,3.65,127
Agen 5,05909991436759,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,127
Aglan 15,05909990224883,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,6.83,128
Aglan 15,05909990610006,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,7.67,129
Agolek,05909991388768,Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku; lub anhedonii,,30%,19.79,130
Agomelatine +pharma,05901720140418,Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku; lub anhedonii,,30%,54.67,131
Agomelatine +pharma,05901720140494,Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku; lub anhedonii,,30%,19.52,132
Agomelatine Adamed,05909991387266,Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku; lub anhedonii,,30%,20.48,133
Agomelatine G.L. Pharma,09008732009293,Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku; lub anhedonii,,30%,18.22,134
Agomelatyna Egis,05995327174952,Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku; lub anhedonii,,30%,18.72,135
Agregex,05909990754748,Miażdżyca objawowa naczyń wieńcowych leczona stentami metalowymi (do 6 tygodni od implantacji stentu) lub stentami antyrestenotycznymi uwalniającymi leki (do 12 miesięcy od implantacji stentu) w celu zapobiegania zakrzepom; Stan po zawale mięśnia sercowego bez uniesienia odcinka ST do 12 miesięcy stosowania; Stan po zawale mięśnia sercowego z uniesieniem odcinka ST do 30 dni stosowania,,30%,7.39,136
Agregex,05909990754748,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,136
Agregex,05909991251949,Miażdżyca objawowa naczyń wieńcowych leczona stentami metalowymi (do 6 tygodni od implantacji stentu) lub stentami antyrestenotycznymi uwalniającymi leki (do 12 miesięcy od implantacji stentu) w celu zapobiegania zakrzepom; Stan po zawale mięśnia sercowego bez uniesienia odcinka ST do 12 miesięcy stosowania; Stan po zawale mięśnia sercowego z uniesieniem odcinka ST do 30 dni stosowania,,30%,6.37,137
Agregex,05909991251949,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,137
Agregex,05909991397005,Miażdżyca objawowa naczyń wieńcowych leczona stentami metalowymi (do 6 tygodni od implantacji stentu) lub stentami antyrestenotycznymi uwalniającymi leki (do 12 miesięcy od implantacji stentu) w celu zapobiegania zakrzepom; Stan po zawale mięśnia sercowego bez uniesienia odcinka ST do 12 miesięcy stosowania; Stan po zawale mięśnia sercowego z uniesieniem odcinka ST do 30 dni stosowania,,30%,6.37,138
Agregex,05909991397005,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,138
Airbufo Forspiro,05907626709476,Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,,ryczałt,7.27,139
Airbufo Forspiro,05907626709476,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,139
Airbufo Forspiro,05907626709476,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,139
Airbufo Forspiro,07613421020866,Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,,ryczałt,10,140
Airbufo Forspiro,07613421020866,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,140
Airbufo Forspiro,07613421020866,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,140
Airbufo Forspiro,07613421047047,Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,,ryczałt,9.44,141
Airbufo Forspiro,07613421047047,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,141
Airbufo Forspiro,07613421047047,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,141
AirFluSal Forspiro,05909991274931,Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,,ryczałt,8.19,142
AirFluSal Forspiro,05909991274931,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,142
AirFluSal Forspiro,05909991274931,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,142
AirFluSal Forspiro,05909991274955,Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,,ryczałt,8.31,143
AirFluSal Forspiro,05909991274955,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,143
AirFluSal Forspiro,05909991274955,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,143
AirFluSal Forspiro,05909991442064,Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,,ryczałt,3.2,144
AirFluSal Forspiro,05909991442064,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,144
AirFluSal Forspiro,05909991442064,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,144
AirFluSal Forspiro,05909991447915,Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,,ryczałt,3.2,145
AirFluSal Forspiro,05909991447915,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,145
AirFluSal Forspiro,05909991447915,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,145
Akineton,05909990193219,Choroba i zespół Parkinsona,,30%,4.1,146
Akineton,05909990503834,Choroba i zespół Parkinsona,,30%,5.12,147
Akineton,05909991265762,Choroba i zespół Parkinsona,,30%,4.83,148
Akineton,05909991447311,Choroba i zespół Parkinsona,,30%,4.94,149
Akineton SR 4 mg,05909990884216,Choroba i zespół Parkinsona,,30%,5.49,150
Akistan,05909990995479,Jaskra,,ryczałt,3.2,151
Akistan,05909990995479,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,151
